"","ID","birth_date","sex","ID_father","ID_mother","mother","father","date_prev_birth","HH_ID","hh_position"
"2445",2457110,1976-09-05,2,NA,NA,0,0,NA,423020,2
"2446",2458720,1978-06-10,2,NA,2429096,0,0,NA,61894,1
"2447",2460169,1980-01-07,2,NA,2426630,0,0,NA,272882,1
"2448",2460170,1980-01-27,2,NA,2426630,0,0,NA,272882,1
"2449",2462322,1982-07-14,1,NA,2434899,0,0,NA,265800,1
"2450",2462827,1983-03-28,1,NA,NA,0,0,NA,200850,2
"2451",2462940,1983-04-15,2,NA,2429096,0,0,NA,61894,1
"2452",2463213,1983-08-08,1,NA,2439444,0,0,NA,14243,1
"2453",2464017,1984-08-27,2,NA,2434899,0,0,NA,265800,1
"2454",2465473,1986-04-09,2,NA,2439444,0,0,NA,14243,1
"2455",2465930,1986-11-06,1,2437311,2436854,0,0,NA,261243,1
"2456",2466201,1987-04-20,1,NA,2427388,0,0,NA,293759,1
"2457",2466418,1987-07-31,1,NA,2434899,0,0,NA,265800,1
"2458",2467151,1988-05-19,2,2435128,2438342,0,0,NA,15417,1
"2459",2467656,1989-01-20,2,2437311,2436854,0,0,NA,261243,1
"2460",2468934,1990-07-02,2,2435128,2438342,0,0,NA,15417,1
"2461",2471665,1993-11-25,1,2435128,2438342,0,0,NA,15417,1
"2462",2472751,1995-04-10,2,2438314,2442486,0,0,NA,135122,1
"2463",2472830,1995-05-04,2,2447756,2446419,0,0,NA,284625,1
"2464",2472968,1995-07-16,2,2440568,2435678,0,0,NA,418102,1
"2465",2474084,1997-01-05,1,2440281,2446215,0,0,NA,375587,1
"2466",2474782,1997-11-23,2,2445449,2442926,0,0,NA,173250,1
"2467",2475746,1999-02-07,2,NA,2437956,0,0,NA,267562,1
"2468",2476662,2000-05-20,2,2447756,2446419,0,0,NA,284625,1
"2469",2477078,2000-11-23,2,2440281,2446215,0,0,NA,375587,1
"2470",2477175,2001-01-21,2,2452567,2453215,0,0,NA,345458,1
"2471",2477404,2001-04-09,2,2445449,2442926,0,0,NA,173250,1
"2472",2478308,1917-04-24,2,NA,NA,0,0,NA,72279,2
"2473",2479709,1925-08-28,1,NA,NA,0,0,NA,196968,3
"2474",2480855,1930-07-28,2,NA,NA,0,0,NA,196968,3
"2475",2481125,1931-10-26,1,NA,NA,0,0,NA,188025,2
"2476",2482575,1938-04-10,2,NA,NA,1,0,NA,293460,3
"2477",2482783,1939-02-09,1,NA,NA,0,0,NA,259872,3
"2478",2483225,1941-03-12,1,NA,NA,0,1,NA,293460,3
"2479",2483653,1942-12-24,1,NA,NA,0,1,NA,184530,3
"2480",2484489,1945-08-09,2,NA,NA,1,0,NA,184530,3
"2481",2485045,1947-04-15,2,NA,NA,1,0,NA,316808,4
"2482",2485374,1948-03-29,2,NA,NA,0,0,NA,259872,3
"2483",2486339,1951-02-13,1,NA,NA,0,0,NA,281316,2
"2484",2488017,1955-10-07,1,NA,NA,0,0,NA,187180,2
"2485",2488049,1955-12-26,2,NA,NA,1,0,1994-06-30,67695,4
"2486",2489398,1959-08-25,1,NA,NA,0,0,NA,381846,2
"2487",2493815,1972-06-18,2,NA,NA,0,0,NA,213335,2
"2488",2494978,1976-10-12,1,2483225,2482575,0,0,NA,293460,1
"2489",2495508,1978-12-13,2,2483653,2484489,0,0,NA,184530,1
"2490",2496312,1982-03-19,2,NA,2485045,0,0,NA,316808,1
"2491",2497328,1985-12-21,1,NA,2485045,0,0,NA,316808,1
"2492",2499836,1994-08-24,2,NA,2488049,0,0,NA,67695,1
"2493",2502617,1916-01-04,2,NA,NA,0,0,NA,223591,2
"2494",2502691,1916-07-11,1,NA,NA,0,0,NA,431127,2
"2495",2503305,1919-11-05,1,NA,NA,0,0,NA,161602,3
"2496",2503376,1920-01-16,2,NA,NA,0,0,NA,59791,2
"2497",2504425,1922-07-18,1,NA,NA,0,0,NA,104946,2
"2498",2504700,1923-03-17,2,NA,NA,0,0,NA,344186,2
"2499",2504857,1923-07-19,2,NA,NA,0,0,NA,163524,2
"2500",2505125,1924-03-24,2,NA,NA,0,0,NA,231813,2
"2501",2505436,1924-11-17,1,NA,NA,0,0,NA,353603,2
"2502",2508100,1930-08-10,1,NA,NA,0,1,NA,91032,3
"2503",2509002,1932-08-18,2,NA,NA,0,0,NA,284821,2
"2504",2509111,1932-11-25,2,NA,NA,0,0,NA,321239,2
"2505",2509159,1933-01-30,2,NA,NA,0,0,NA,161602,3
"2506",2510482,1936-03-27,1,NA,NA,0,0,NA,213039,3
"2507",2510575,1936-06-18,2,NA,NA,1,0,NA,91032,3
"2508",2510579,1936-06-13,1,NA,NA,0,1,NA,252012,3
"2509",2510593,1936-07-20,2,NA,NA,0,0,NA,213039,3
"2510",2510692,1936-09-01,1,NA,NA,0,1,NA,24939,3
"2511",2511217,1938-01-05,2,NA,NA,1,0,NA,252012,3
"2512",2511715,1939-04-18,2,NA,NA,1,0,NA,24939,3
"2513",2513306,1943-03-28,1,NA,NA,0,0,NA,112682,2
"2514",2515213,1946-09-20,1,NA,NA,0,0,NA,163273,3
"2515",2519454,1953-04-04,2,NA,NA,0,0,NA,163273,3
"2516",2521622,1956-08-08,1,NA,NA,0,0,NA,278084,2
"2517",2522237,1957-07-27,1,NA,NA,0,1,NA,54361,3
"2518",2522694,1958-04-17,1,NA,NA,0,1,NA,256773,3
"2519",2523956,1960-02-01,2,NA,NA,1,0,1990-06-30,354176,3
"2520",2523977,1960-02-23,2,NA,NA,1,0,1993-06-30,432240,4
"2521",2524415,1960-11-06,1,NA,NA,0,0,NA,195417,3
"2522",2524476,1960-12-18,2,NA,NA,0,0,NA,350008,2
"2523",2524479,1960-12-07,1,NA,NA,0,1,NA,354176,3
"2524",2524678,1961-03-02,2,2510579,2511217,0,0,NA,252012,1
"2525",2525362,1962-04-08,2,NA,NA,1,0,1995-06-30,54361,3
"2526",2525472,1962-05-07,2,NA,NA,0,0,NA,195417,3
"2527",2525510,1962-06-23,1,NA,NA,0,1,NA,236477,3
"2528",2525604,1962-08-25,2,NA,NA,1,0,1997-06-30,256773,3
"2529",2525896,1963-01-03,2,NA,NA,1,0,1990-06-30,236477,3
"2530",2526669,1964-01-11,2,NA,NA,0,0,NA,228987,2
"2531",2527214,1964-11-21,1,NA,NA,0,0,NA,343870,2
"2532",2530789,1970-01-01,2,NA,NA,1,0,1996-06-30,259556,4
"2533",2531896,1971-08-05,1,NA,NA,0,1,NA,282768,3
"2534",2532613,1972-09-29,1,2508100,2510575,0,0,NA,91032,1
"2535",2534092,1974-11-17,1,NA,NA,0,0,NA,15964,3
"2536",2534310,1975-03-13,2,2508100,2510575,0,0,NA,91032,1
"2537",2534632,1975-09-20,2,NA,NA,0,0,NA,15964,3
"2538",2535121,1976-06-18,2,NA,NA,0,0,NA,191524,2
"2539",2535348,1976-11-02,2,NA,NA,1,0,1993-06-30,282768,3
"2540",2537425,1980-06-12,2,NA,NA,0,0,NA,425794,2
"2541",2537844,1981-04-13,1,2510692,2511715,0,0,NA,24939,1
"2542",2538498,1982-07-25,2,2522237,2525362,0,0,NA,54361,1
"2543",2539601,1984-11-11,1,2522237,2525362,0,0,NA,54361,1
"2544",2541164,1988-03-26,2,NA,2523977,0,0,NA,432240,1
"2545",2541302,1988-06-28,1,2522237,2525362,0,0,NA,54361,1
"2546",2541427,1988-09-24,2,2524479,2523956,0,0,NA,354176,1
"2547",2542423,1990-10-15,2,2524479,2523956,0,0,NA,354176,1
"2548",2542586,1991-03-13,1,2522237,2525362,0,0,NA,54361,1
"2549",2543708,1993-08-14,1,NA,2523977,0,0,NA,432240,1
"2550",2544198,1994-10-27,1,2525510,2525896,0,0,NA,236477,1
"2551",2544501,1995-06-03,2,2522694,2525604,0,0,NA,256773,1
"2552",2544771,1996-01-07,2,NA,2530789,0,0,NA,259556,1
"2553",2545428,1997-05-24,2,2525510,2525896,0,0,NA,236477,1
"2554",2545529,1997-08-13,2,2522694,2525604,0,0,NA,256773,1
"2555",2547046,2000-11-11,2,2531896,2535348,0,0,NA,282768,1
"2556",2550216,1924-08-06,2,NA,NA,0,0,NA,308696,6
"2557",2550217,1924-08-22,2,NA,NA,0,0,NA,308696,6
"2558",2550827,1926-04-05,1,NA,NA,0,0,NA,329301,2
"2559",2552682,1931-02-04,2,NA,NA,0,0,NA,263761,3
"2560",2552862,1931-08-10,1,NA,NA,0,0,NA,263761,3
"2561",2554200,1935-07-16,1,NA,NA,0,1,NA,184392,3
"2562",2555196,1938-07-01,1,NA,NA,0,0,NA,342622,3
"2563",2556097,1941-01-14,2,NA,NA,1,0,NA,184392,3
"2564",2556585,1942-07-18,2,NA,NA,0,0,NA,342622,3
"2565",2557574,1944-12-27,1,NA,NA,0,1,NA,430414,3
"2566",2558392,1946-10-24,1,NA,NA,0,1,NA,33326,3
"2567",2558517,1947-01-05,2,NA,NA,1,0,NA,161257,3
"2568",2559085,1948-01-25,2,NA,NA,1,0,NA,33326,3
"2569",2559182,1948-03-04,1,NA,NA,0,1,NA,161257,3
"2570",2559712,1949-03-20,2,NA,NA,1,0,NA,430414,3
"2571",2560762,1951-03-29,1,NA,NA,0,1,NA,317534,3
"2572",2562390,1954-02-19,2,NA,NA,1,0,1992-06-30,317534,3
"2573",2562515,1954-05-11,2,NA,NA,1,0,1982-06-30,259714,4
"2574",2564394,1957-10-27,1,NA,NA,0,1,NA,16802,3
"2575",2564859,1958-09-11,1,NA,NA,0,0,NA,335368,2
"2576",2565024,1958-12-31,2,NA,NA,1,0,1989-06-30,16802,3
"2577",2567250,1962-12-01,1,NA,NA,0,0,NA,199382,2
"2578",2568223,1964-08-15,2,NA,NA,0,0,NA,226751,2
"2579",2570637,1969-04-21,1,2558392,2559085,0,0,NA,33326,1
"2580",2570996,1969-12-29,1,2554200,2556097,0,0,NA,184392,1
"2581",2572903,1973-12-09,1,2557574,2559712,0,0,NA,430414,1
"2582",2573310,1974-11-10,1,NA,NA,0,0,NA,11681,2
"2583",2574140,1976-10-24,1,NA,NA,0,0,NA,330639,3
"2584",2574571,1977-10-05,2,NA,NA,0,0,NA,330639,3
"2585",2575989,1981-02-11,1,2559182,2558517,0,0,NA,161257,1
"2586",2576671,1982-10-14,2,NA,2562515,0,0,NA,259714,1
"2587",2576792,1983-02-11,1,2559182,2558517,0,0,NA,161257,1
"2588",2578769,1987-08-10,1,2559182,2558517,0,0,NA,161257,1
"2589",2580823,1992-06-28,1,2560762,2562390,0,0,NA,317534,1
"2590",2581191,1993-05-22,2,2564394,2565024,0,0,NA,16802,1
"2591",2582488,1996-08-22,1,2564394,2565024,0,0,NA,16802,1
"2592",2584751,1912-06-01,2,NA,NA,0,0,NA,205255,3
"2593",2584801,1913-06-02,1,NA,NA,0,0,NA,205255,3
"2594",2585204,1919-09-25,1,NA,NA,0,0,NA,405248,3
"2595",2585400,1921-01-06,2,NA,NA,0,0,NA,405248,3
"2596",2586778,1927-09-05,2,NA,NA,0,0,NA,18315,2
"2597",2587459,1930-05-08,2,NA,NA,0,0,NA,148642,2
"2598",2589482,1937-06-21,1,NA,NA,0,0,NA,312667,3
"2599",2590474,1940-09-07,1,NA,NA,0,0,NA,134704,3
"2600",2590527,1940-12-09,2,NA,NA,0,0,NA,134704,3
"2601",2591146,1943-03-25,2,NA,NA,0,0,NA,271258,2
"2602",2591769,1944-12-03,1,NA,NA,0,0,NA,292767,2
"2603",2592628,1947-02-16,2,NA,NA,0,0,NA,312667,3
"2604",2593615,1949-08-31,2,NA,NA,1,0,NA,370755,3
"2605",2595332,1954-02-28,1,NA,NA,0,1,NA,370755,3
"2606",2596553,1956-12-23,1,NA,NA,0,0,NA,232579,2
"2607",2597140,1958-05-25,1,NA,NA,0,1,NA,138552,3
"2608",2597496,1959-04-03,2,NA,NA,1,0,1991-06-30,138552,3
"2609",2600246,1965-04-22,1,NA,NA,0,1,NA,199478,3
"2610",2601958,1969-01-12,1,NA,NA,0,0,NA,287887,3
"2611",2602654,1970-10-15,2,NA,NA,1,0,2000-06-30,252240,3
"2612",2602948,1971-07-29,1,NA,NA,0,1,NA,252240,3
"2613",2603142,1972-01-05,2,NA,NA,0,0,NA,287887,3
"2614",2604089,1974-09-30,2,NA,NA,1,0,1998-06-30,199478,3
"2615",2606711,1982-12-14,2,2595332,2593615,0,0,NA,370755,1
"2616",2606714,1982-12-27,1,NA,NA,0,0,NA,38106,2
"2617",2606954,1983-10-28,1,NA,NA,0,0,NA,89027,2
"2618",2608426,1988-08-28,1,2595332,2593615,0,0,NA,370755,1
"2619",2608568,1988-12-17,2,2597140,2597496,0,0,NA,138552,1
"2620",2609459,1991-08-25,1,2597140,2597496,0,0,NA,138552,1
"2621",2611715,1998-07-26,1,2600246,2604089,0,0,NA,199478,1
"2622",2612060,1999-09-16,2,2602948,2602654,0,0,NA,252240,1
"2623",2612372,2000-10-27,2,2602948,2602654,0,0,NA,252240,1
"2624",2612815,1914-10-07,2,NA,NA,0,0,NA,441156,2
"2625",2612963,1918-08-25,1,NA,NA,0,1,NA,207691,4
"2626",2613153,1920-09-13,1,NA,NA,0,0,NA,244394,2
"2627",2615064,1931-11-29,1,NA,NA,0,0,NA,26322,3
"2628",2616370,1936-11-18,2,NA,NA,0,0,NA,26322,3
"2629",2618985,1946-12-18,1,NA,NA,0,0,NA,339970,2
"2630",2619303,1947-12-23,1,NA,NA,0,1,NA,125847,3
"2631",2619533,1948-08-07,2,2612963,NA,0,0,NA,207691,1
"2632",2619590,1948-11-02,1,NA,NA,0,1,NA,302782,3
"2633",2619603,1948-11-10,2,NA,NA,1,0,NA,302782,3
"2634",2620168,1950-09-17,2,2612963,NA,0,0,NA,207691,1
"2635",2620456,1951-08-24,2,NA,NA,1,0,NA,125847,3
"2636",2620899,1953-01-18,1,NA,NA,0,1,NA,442438,3
"2637",2622769,1958-07-09,2,NA,NA,1,0,1995-06-30,294430,3
"2638",2623264,1959-09-02,2,NA,NA,1,0,1987-06-30,442438,3
"2639",2624723,1963-05-03,1,NA,NA,0,1,NA,294430,3
"2640",2626996,1970-03-20,2,NA,NA,1,0,2000-06-30,258871,3
"2641",2627023,1970-04-25,2,NA,NA,0,0,NA,146310,2
"2642",2627162,1970-09-07,1,NA,NA,0,1,NA,258871,3
"2643",2627828,1973-05-28,1,NA,NA,0,0,NA,429616,2
"2644",2628011,1974-03-11,1,2619590,2619603,0,0,NA,302782,1
"2645",2629485,1980-07-26,1,2619590,2619603,0,0,NA,302782,1
"2646",2629866,1981-11-19,2,2619303,2620456,0,0,NA,125847,1
"2647",2630320,1983-07-05,2,NA,NA,0,0,NA,294430,5
"2648",2630508,1984-04-04,1,2620899,2623264,0,0,NA,442438,1
"2649",2630646,1984-09-21,1,2619590,2619603,0,0,NA,302782,1
"2650",2631498,1987-09-15,2,2620899,2623264,0,0,NA,442438,1
"2651",2631548,1987-11-15,1,2619590,2619603,0,0,NA,302782,1
"2652",2633937,1995-08-12,1,2624723,2622769,0,0,NA,294430,1
"2653",2635208,2000-06-21,1,2627162,2626996,0,0,NA,258871,1
"2654",2635758,1929-12-30,2,NA,NA,0,0,NA,198818,3
"2655",2635761,1930-01-01,1,NA,NA,0,0,NA,198818,3
"2656",2636087,1947-04-22,1,NA,NA,0,1,NA,387312,3
"2657",2636612,1964-07-28,2,NA,NA,1,0,2000-06-30,387312,3
"2658",2637369,1994-04-26,2,2636087,2636612,0,0,NA,387312,1
"2659",2637398,1995-08-26,2,2636087,2636612,0,0,NA,387312,1
"2660",2637497,2000-06-14,2,2636087,2636612,0,0,NA,387312,1
"2661",2638355,1920-05-26,2,NA,NA,0,0,NA,404829,3
"2662",2639063,1923-06-10,1,NA,NA,0,0,NA,404829,3
"2663",2640658,1928-05-10,1,NA,NA,0,0,NA,195351,3
"2664",2643234,1934-05-09,2,NA,NA,0,0,NA,258437,2
"2665",2643396,1934-10-15,2,NA,NA,0,0,NA,195351,3
"2666",2645616,1939-10-15,2,NA,NA,0,0,NA,3362,2
"2667",2648320,1946-11-06,1,NA,NA,0,1,NA,52868,3
"2668",2649320,1947-12-16,2,NA,NA,1,0,NA,52868,3
"2669",2651357,1952-01-26,1,NA,NA,0,1,NA,110554,3
"2670",2652861,1954-11-03,1,NA,NA,0,1,NA,123217,3
"2671",2653423,1955-10-04,2,NA,NA,1,0,1990-06-30,110554,3
"2672",2654673,1957-12-04,1,NA,NA,0,1,NA,78661,3
"2673",2655253,1958-11-11,1,NA,NA,0,1,NA,294642,3
"2674",2657036,1961-10-05,1,NA,NA,0,1,NA,96322,3
"2675",2657508,1962-06-02,2,NA,NA,1,0,1991-06-30,78661,3
"2676",2657556,1962-07-11,2,NA,NA,1,0,1990-06-30,294642,3
"2677",2658587,1964-04-06,1,NA,NA,0,0,NA,330064,2
"2678",2658981,1964-11-27,2,NA,NA,1,0,1992-06-30,96322,3
"2679",2659453,1965-08-10,2,NA,NA,1,0,1997-06-30,123217,3
"2680",2661773,1970-05-22,1,NA,NA,0,1,NA,441898,3
"2681",2662863,1972-09-10,2,2648320,2649320,0,0,NA,52868,1
"2682",2663455,1974-03-04,2,NA,NA,1,0,2000-06-30,441898,3
"2683",2665289,1979-01-08,1,2651357,2653423,0,0,NA,110554,1
"2684",2665789,1980-03-05,1,2651357,2653423,0,0,NA,110554,1
"2685",2669351,1988-04-09,2,2655253,2657556,0,0,NA,294642,1
"2686",2669407,1988-05-05,1,2654673,2657508,0,0,NA,78661,1
"2687",2669850,1989-04-25,1,2657036,2658981,0,0,NA,96322,1
"2688",2670167,1989-12-07,2,2652861,2659453,0,0,NA,123217,1
"2689",2670598,1990-11-27,1,2651357,2653423,0,0,NA,110554,1
"2690",2670625,1990-12-17,1,2655253,2657556,0,0,NA,294642,1
"2691",2670675,1991-01-03,2,2654673,2657508,0,0,NA,78661,1
"2692",2671373,1992-06-07,1,2657036,2658981,0,0,NA,96322,1
"2693",2671902,1993-08-11,1,2652861,2659453,0,0,NA,123217,1
"2694",2673442,1997-04-30,1,2652861,2659453,0,0,NA,123217,1
"2695",2674635,2000-06-09,2,2661773,2663455,0,0,NA,441898,1
"2696",2677509,1949-05-10,1,NA,NA,0,0,NA,411155,3
"2697",2677657,1950-10-25,2,NA,NA,0,0,NA,411155,3
"2698",2679063,1962-01-24,1,NA,NA,0,1,NA,81815,3
"2699",2679863,1967-12-07,2,NA,NA,1,0,1995-06-30,81815,3
"2700",2682372,1995-04-02,1,2679063,2679863,0,0,NA,81815,1
"2701",2684236,1936-07-29,2,NA,NA,0,0,NA,319406,3
"2702",2684295,1937-05-06,1,NA,NA,0,0,NA,319406,3
"2703",2685651,1950-10-20,2,NA,NA,1,0,NA,382598,3
"2704",2685917,1953-01-14,1,NA,NA,0,1,NA,382598,3
"2705",2686651,1958-06-17,2,NA,NA,1,0,1988-06-30,3808,4
"2706",2688226,1969-02-27,1,NA,NA,0,1,NA,302562,3
"2707",2688480,1971-02-22,2,NA,NA,1,0,1998-06-30,302562,3
"2708",2689602,1981-04-22,1,2685917,2685651,0,0,NA,382598,1
"2709",2690274,1988-02-28,1,NA,2686651,0,0,NA,3808,1
"2710",2691222,1996-08-03,2,2688226,2688480,0,0,NA,302562,1
"2711",2691398,1998-07-16,2,2688226,2688480,0,0,NA,302562,1
"2712",2692010,1914-07-31,1,NA,NA,0,0,NA,62658,3
"2713",2692482,1920-07-23,2,NA,NA,0,0,NA,62658,3
"2714",2692868,1922-06-28,2,NA,NA,0,0,NA,78406,3
"2715",2693118,1923-06-22,1,NA,NA,0,0,NA,78406,3
"2716",2693447,1924-08-21,1,NA,NA,0,1,NA,383705,3
"2717",2693773,1925-10-01,2,NA,NA,1,0,NA,383705,3
"2718",2694495,1928-04-29,2,NA,NA,1,0,NA,347397,4
"2719",2695537,1931-04-15,2,NA,NA,0,0,NA,369908,2
"2720",2700250,1944-07-29,2,NA,NA,0,0,NA,191732,3
"2721",2700627,1945-06-16,1,NA,NA,0,0,NA,191732,3
"2722",2700984,1946-04-05,1,NA,NA,0,0,NA,419393,3
"2723",2702639,1949-12-15,1,NA,2694495,0,0,NA,347397,1
"2724",2702924,1950-08-15,2,NA,NA,0,0,NA,419393,3
"2725",2703077,1951-01-08,1,NA,2694495,0,0,NA,347397,1
"2726",2704415,1953-10-04,2,NA,NA,0,0,NA,9410,3
"2727",2705476,1956-01-06,2,NA,NA,1,0,1987-06-30,185267,4
"2728",2706174,1957-05-30,1,NA,NA,0,0,NA,9410,3
"2729",2710291,1965-02-24,2,2693447,2693773,0,0,NA,383705,1
"2730",2710935,1966-05-31,1,NA,NA,0,0,NA,397555,2
"2731",2719375,1987-08-06,2,NA,2705476,0,0,NA,185267,1
"2732",2729188,1933-05-30,1,NA,NA,0,1,NA,161390,3
"2733",2730973,1938-06-19,1,NA,NA,0,0,NA,98688,3
"2734",2731938,1941-05-18,2,NA,NA,0,0,NA,98688,3
"2735",2733049,1944-06-27,1,NA,NA,0,1,NA,418534,3
"2736",2734826,1948-08-01,2,NA,NA,1,0,NA,418534,3
"2737",2734827,1948-08-19,2,NA,NA,1,0,NA,388164,3
"2738",2734884,1948-09-15,1,NA,NA,0,1,NA,388164,3
"2739",2735035,1949-02-22,2,NA,NA,0,0,NA,113533,3
"2740",2735431,1949-12-19,1,NA,NA,0,0,NA,113533,3
"2741",2735696,1950-07-06,2,NA,NA,1,0,NA,161390,3
"2742",2736276,1951-11-17,1,NA,NA,0,1,NA,320724,4
"2743",2736336,1952-01-06,1,NA,NA,0,1,NA,354337,3
"2744",2736356,1952-01-12,1,NA,NA,0,1,NA,337875,4
"2745",2737048,1953-08-12,2,NA,NA,1,0,1981-06-30,354337,3
"2746",2737873,1955-06-04,1,NA,NA,0,1,NA,101564,6
"2747",2740345,1960-05-04,1,NA,NA,0,1,NA,269282,3
"2748",2742991,1965-06-05,2,NA,NA,1,0,2000-06-30,279333,3
"2749",2743560,1966-07-04,1,NA,NA,0,0,NA,76049,2
"2750",2744312,1968-01-10,1,NA,NA,0,1,NA,3598,3
"2751",2744384,1968-02-28,2,NA,NA,1,0,1994-06-30,269282,3
"2752",2744893,1969-04-27,1,NA,NA,0,1,NA,279333,3
"2753",2745492,1970-07-11,2,NA,NA,1,0,2000-06-30,3598,3
"2754",2748270,1976-07-30,1,2733049,2734826,0,0,NA,418534,1
"2755",2748382,1976-10-17,1,2736336,2737048,0,0,NA,354337,1
"2756",2748740,1977-08-11,1,2737873,NA,0,0,NA,101564,6
"2757",2748900,1977-12-27,2,2736276,NA,0,0,NA,320724,1
"2758",2748974,1978-02-12,1,2736356,NA,0,0,NA,337875,1
"2759",2749484,1979-05-13,1,2736356,NA,0,0,NA,337875,1
"2760",2750342,1981-05-28,2,2729188,2735696,0,0,NA,161390,1
"2761",2750460,1981-09-17,2,2736356,NA,0,0,NA,337875,1
"2762",2750502,1981-10-14,2,2734884,2734827,0,0,NA,388164,1
"2763",2751431,1984-03-08,1,2734884,2734827,0,0,NA,388164,1
"2764",2755532,1994-10-12,1,2740345,2744384,0,0,NA,269282,1
"2765",2757744,2000-09-26,2,2744893,2742991,0,0,NA,279333,1
"2766",2757780,2000-10-28,2,2744312,2745492,0,0,NA,3598,1
"2767",2758189,1913-07-27,2,NA,NA,0,0,NA,120833,2
"2768",2758951,1932-06-07,1,NA,NA,0,0,NA,127082,3
"2769",2759082,1934-07-11,2,NA,NA,0,0,NA,127082,3
"2770",2759652,1943-03-12,2,NA,NA,0,0,NA,131018,3
"2771",2759913,1946-05-27,1,NA,NA,0,0,NA,131018,3
"2772",2761116,1959-03-29,2,NA,NA,0,0,NA,24446,3
"2773",2761753,1965-05-17,1,NA,NA,0,0,NA,24446,3
"2774",2764960,1924-11-23,2,NA,NA,1,0,NA,126702,3
"2775",2765026,1925-09-04,1,NA,NA,0,1,NA,126702,3
"2776",2765087,1926-07-09,1,NA,NA,0,1,NA,288862,4
"2777",2767953,1952-08-21,1,2765026,2764960,0,0,NA,126702,1
"2778",2768636,1957-02-28,1,2765087,NA,0,0,NA,288862,1
"2779",2769796,1964-05-08,1,NA,NA,0,0,NA,438402,2
"2780",2791198,1976-11-29,1,NA,NA,0,0,NA,395103,2
"2781",2795712,1938-03-21,1,NA,NA,0,0,NA,397254,3
"2782",2795970,1940-03-10,2,NA,NA,0,0,NA,397254,3
"2783",2799069,1959-03-23,1,NA,NA,0,1,NA,280809,3
"2784",2799317,1960-09-01,2,NA,NA,1,0,1991-06-30,315747,3
"2785",2799361,1960-12-11,1,NA,NA,0,1,NA,315747,3
"2786",2799632,1962-05-07,2,NA,NA,1,0,1990-06-30,280809,3
"2787",2803202,1984-06-13,1,2799069,2799632,0,0,NA,280809,1
"2788",2803467,1986-09-04,1,2799361,2799317,0,0,NA,315747,1
"2789",2803869,1990-01-28,1,2799069,2799632,0,0,NA,280809,1
"2790",2805615,1919-10-21,2,NA,NA,0,0,NA,387830,3
"2791",2805660,1920-03-17,1,NA,NA,0,0,NA,387830,3
"2792",2808558,1939-02-14,1,NA,NA,0,1,NA,247173,3
"2793",2809212,1942-12-06,2,NA,NA,1,0,NA,247173,3
"2794",2809418,1943-11-29,2,NA,NA,0,0,NA,28134,3
"2795",2809641,1944-12-26,1,NA,NA,0,0,NA,28134,3
"2796",2810654,1949-02-13,1,NA,NA,0,0,NA,398790,3
"2797",2811878,1954-05-03,2,NA,NA,0,0,NA,398790,3
"2798",2811990,1954-11-15,1,NA,NA,0,0,NA,101568,6
"2799",2813418,1960-03-20,2,NA,NA,0,0,NA,101568,6
"2800",2817722,1977-09-27,1,2808558,2809212,0,0,NA,247173,1
"2801",2818304,1980-07-10,2,2808558,2809212,0,0,NA,247173,1
"2802",2822404,1912-07-01,2,NA,NA,0,0,NA,22591,2
"2803",2823186,1926-11-17,2,NA,NA,0,0,NA,9057,2
"2804",2823472,1929-05-11,2,NA,NA,0,0,NA,369743,2
"2805",2823871,1932-05-13,2,NA,NA,0,0,NA,141549,3
"2806",2823951,1933-07-19,2,NA,NA,1,0,NA,382222,5
"2807",2825028,1942-07-14,1,NA,NA,0,0,NA,141549,3
"2808",2825224,1944-03-27,1,NA,NA,0,0,NA,40204,2
"2809",2825756,1948-03-30,2,NA,NA,1,0,NA,110701,4
"2810",2826595,1953-09-06,1,NA,NA,0,1,NA,148597,3
"2811",2826620,1953-10-19,2,NA,NA,1,0,1994-06-30,382222,3
"2812",2827038,1956-02-21,1,NA,NA,0,0,NA,181901,3
"2813",2827471,1958-05-29,2,NA,NA,1,0,1986-06-30,174279,3
"2814",2827541,1958-10-19,1,NA,NA,0,1,NA,174279,3
"2815",2827680,1959-05-08,2,NA,NA,1,0,1993-06-30,148597,3
"2816",2827683,1959-05-06,2,NA,NA,0,0,NA,181901,3
"2817",2827786,1959-12-17,1,NA,NA,0,1,NA,177521,3
"2818",2827940,1960-09-10,2,NA,NA,1,0,1988-06-30,177521,3
"2819",2828633,1964-01-31,1,NA,2823951,0,1,NA,382222,3
"2820",2830074,1972-03-06,1,NA,NA,0,1,NA,45759,3
"2821",2830119,1972-06-22,2,NA,NA,1,0,1998-06-30,45759,3
"2822",2831171,1980-02-14,1,2825084,2825756,0,0,NA,110701,1
"2823",2831592,1983-02-17,1,2826595,2827680,0,0,NA,148597,1
"2824",2831626,1983-05-07,1,2827541,2827471,0,0,NA,174279,1
"2825",2832006,1986-04-22,2,2827786,2827940,0,0,NA,177521,1
"2826",2832027,1986-06-18,1,2827541,2827471,0,0,NA,174279,1
"2827",2832155,1987-06-09,2,2826595,2827680,0,0,NA,148597,1
"2828",2832274,1988-03-08,2,2827786,2827940,0,0,NA,177521,1
"2829",2832537,1989-10-27,2,2828633,2826620,0,0,NA,382222,1
"2830",2833056,1993-04-28,2,2826595,2827680,0,0,NA,148597,1
"2831",2833183,1994-03-11,2,2828633,2826620,0,0,NA,382222,1
