"ID","HH_ID","hh_position","ID_partner","HH_ID_target","ID_partner_target","hh_position_target","event_type","ID_mother","ID_father","sex","birth_date","mother","father","age_group_hh","age_group_pop","event_date","age","main_parent","NH"
4650841,1951859,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-06,NA,NA,0
9231787,3111321,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-06,NA,NA,0
2121057,1733340,"non_family",9907668,4731733,9907668,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-07,26,NA,0
4432469,2992203,"single",6721975,4731853,6721975,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-07,23,NA,0
6524807,26474,"child",NA,4731979,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-07,26,NA,0
6721975,1113171,"child",NA,4731853,4432469,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-07,30,NA,0
7247324,1552664,"non_family",8364626,4731870,8364626,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-07,24,NA,0
8364626,1092835,"child",NA,4731870,7247324,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-07,16,NA,0
9907668,3455049,"child",NA,4731733,2121057,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-07,22,NA,0
11000608,4732227,"single",NA,NA,NA,NA,"immigration",NA,NA,"M",1964-01-06,NA,NA,3,3,2011-04-07,NA,NA,0
11000217,502006,NA,NA,NA,NA,NA,"birth",531426,2863527,"M",2011-04-08,NA,NA,1,1,2011-04-08,NA,531426,0
11000594,4006796,"non_family",NA,NA,NA,NA,"immigration",NA,NA,"F",1980-08-29,NA,NA,3,3,2011-04-08,NA,NA,0
11000577,4732263,"union_w_child",11000644,NA,NA,NA,"immigration",NA,NA,"M",1988-09-22,NA,NA,3,3,2011-04-08,NA,NA,0
11000644,4732263,"union_w_child",11000577,NA,NA,NA,"immigration",NA,NA,"F",1993-10-01,NA,NA,2,2,2011-04-08,NA,NA,0
11000667,4732263,"child",NA,NA,NA,NA,"immigration",11000644,11000577,"M",2007-11-20,NA,NA,1,1,2011-04-08,NA,NA,0
11000678,4732263,"child",NA,NA,NA,NA,"immigration",11000644,11000577,"F",2003-10-14,NA,NA,1,1,2011-04-08,NA,NA,0
1648692,1404594,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-08,NA,NA,0
2325727,489746,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-08,NA,NA,0
2621620,416951,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-08,NA,NA,0
5490953,1881192,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-08,NA,NA,0
1975530,1634917,"single",NA,1634917,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-09,74,NA,0
2123993,1735293,"child",NA,4731648,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-09,NA,NA,0
2423600,1929649,"child",NA,4731774,3468768,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-09,25,NA,0
2945015,2242441,"single",10557252,4731697,10557252,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-09,28,NA,0
3468768,198051,"child",2423600,4731774,2423600,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-09,24,NA,0
3972826,1735293,"union_w_child",8394696,1735293,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-09,26,NA,0
8394696,1735293,"union_w_child",3972826,4731648,NA,"single_parent","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-09,38,NA,0
8854248,1735293,"child",NA,4731648,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-09,NA,NA,0
10092348,1735293,"child",NA,4731648,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-09,NA,NA,0
10557252,2272578,"child",NA,4731697,2945015,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-09,21,NA,0
5698765,138991,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-09,NA,NA,0
9248729,181505,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-09,NA,NA,0
11000779,4732398,"single",NA,NA,NA,NA,"immigration",NA,NA,"M",1959-07-23,NA,NA,3,3,2011-04-09,NA,NA,0
1531452,1318358,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-09,NA,NA,0
10411837,13021,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-09,NA,NA,0
10716442,588414,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-09,NA,NA,0
2236588,1809552,"other",3512140,4731818,3512140,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-10,50,NA,0
3512140,1504088,"other",NA,4731818,2236588,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-10,26,NA,0
8160535,4202558,"single",NA,4202558,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-10,65,NA,0
11000549,4732168,"union",11000739,NA,NA,NA,"immigration",NA,NA,"F",1949-07-05,NA,NA,4,4,2011-04-10,NA,NA,0
11000739,4732168,"union",11000549,NA,NA,NA,"immigration",NA,NA,"M",1949-04-04,NA,NA,4,4,2011-04-10,NA,NA,0
106279,104885,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-10,NA,NA,0
8684338,2440120,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-10,NA,NA,0
4134692,1426248,"child",6744628,4731721,6744628,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-11,23,NA,0
6744628,2070211,"child",NA,4731721,4134692,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-11,22,NA,0
1724194,1459218,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-11,NA,NA,0
4114853,2847965,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-11,NA,NA,0
9401224,1546490,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-11,NA,NA,0
7978537,4159416,"single",NA,4732057,NA,"collective","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-12,58,NA,1
11000260,1986164,NA,NA,NA,NA,NA,"birth",2514063,10746855,"M",2011-04-12,NA,NA,1,1,2011-04-12,NA,2514063,0
11000318,1456412,NA,NA,NA,NA,NA,"birth",5223051,9530522,"F",2011-04-12,NA,NA,1,1,2011-04-12,NA,5223051,0
11000340,1601279,NA,NA,NA,NA,NA,"birth",6150242,1926568,"M",2011-04-12,NA,NA,1,1,2011-04-12,NA,6150242,0
11000525,4732144,"union",11000631,NA,NA,NA,"immigration",NA,NA,"F",1950-05-26,NA,NA,4,4,2011-04-12,NA,NA,0
11000631,4732144,"union",11000525,NA,NA,NA,"immigration",NA,NA,"M",1955-10-29,NA,NA,3,3,2011-04-12,NA,NA,0
10016803,4576894,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-04-12,82,NA,0
10732628,4693016,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-13,NA,NA,0
10821038,4706559,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-13,NA,NA,0
11000652,4732399,"union_w_child",11000780,NA,NA,NA,"immigration",NA,NA,"M",1988-01-21,NA,NA,3,3,2011-04-13,NA,NA,0
11000653,4732399,"child",NA,NA,NA,NA,"immigration",11000780,11000652,"F",1998-06-03,NA,NA,2,2,2011-04-13,NA,NA,0
11000780,4732399,"union_w_child",11000652,NA,NA,NA,"immigration",NA,NA,"F",1992-03-28,NA,NA,3,3,2011-04-13,NA,NA,0
654220,610761,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-13,NA,NA,0
1060029,952590,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-13,NA,NA,0
5397367,983219,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-13,NA,NA,0
9440572,3603819,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-13,NA,NA,0
5625395,3466128,"single",NA,4731703,7150154,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-14,51,NA,0
7150154,2786179,"other",5625395,4731703,5625395,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-14,52,NA,0
10129765,4061603,"child",10655867,4731797,10655867,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-14,24,NA,0
10655867,1720649,"child",NA,4731797,10129765,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-14,24,NA,0
9821354,4542922,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-14,NA,NA,0
11000502,4732121,"union",11000618,NA,NA,NA,"immigration",NA,NA,"F",1983-10-29,NA,NA,3,3,2011-04-14,NA,NA,0
11000618,4732121,"union",11000502,NA,NA,NA,"immigration",NA,NA,"M",1982-03-13,NA,NA,3,3,2011-04-14,NA,NA,0
7468136,2565274,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-14,NA,NA,0
4678291,3097838,"single",NA,3110060,NA,"non_family","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-15,76,NA,0
5193802,3305528,"child",NA,4731863,7658778,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-15,33,NA,0
7658778,4080542,"other",5193802,4731863,5193802,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-15,36,NA,0
2169532,1765609,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-15,NA,NA,0
2367226,1893952,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-15,NA,NA,0
3125668,1215986,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-15,NA,NA,0
1005644,535746,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-15,NA,NA,0
1535286,1321246,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-15,NA,NA,0
1638632,1397293,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-15,NA,NA,0
2447046,706953,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-15,NA,NA,0
5842663,3541786,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-15,NA,NA,0
1305365,1146911,"other",9775435,4731761,9775435,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-16,30,NA,0
3193858,2382174,"other",NA,4731930,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-16,30,NA,0
8677464,889157,"child",NA,4732013,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-16,24,NA,0
9775435,166646,"child",NA,4731761,1305365,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-16,18,NA,0
10965722,2112428,"child",NA,4732054,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-16,23,NA,0
2823946,679744,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-16,NA,NA,0
3905499,19391,"child",NA,4731942,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-17,24,NA,0
8200608,4211789,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-17,NA,NA,0
2736743,1416963,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-17,NA,NA,0
5257462,2529428,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-17,NA,NA,0
7677592,618167,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-17,NA,NA,0
1569652,463569,"child",2540673,4731757,2540673,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-18,21,NA,0
2540673,2002703,"single",NA,4731757,1569652,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-18,19,NA,0
9595619,937639,"child",NA,4732024,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-18,24,NA,0
2749591,236511,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-04-18,96,NA,0
3746860,2670857,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-04-18,59,NA,0
6467632,3745497,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-04-18,45,NA,0
2102404,1720889,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-18,NA,NA,0
3526173,1032565,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,2011-04-18,NA,NA,0
3628643,2611617,"child",NA,4731801,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-19,NA,NA,0
4169808,2873399,"single",4932694,4731801,4932694,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-19,34,NA,0
4932694,2611617,"single_parent",NA,4731801,4169808,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-19,34,NA,0
11000603,4732247,"child",NA,NA,NA,NA,"immigration",11000628,11000730,"M",2005-04-15,NA,NA,1,1,2011-04-19,NA,NA,0
11000628,4732247,"union_w_child",11000730,NA,NA,NA,"immigration",NA,NA,"F",1973-04-23,NA,NA,3,3,2011-04-19,NA,NA,0
11000727,4732247,"child",NA,NA,NA,NA,"immigration",11000628,11000730,"M",1994-04-25,NA,NA,2,2,2011-04-19,NA,NA,0
11000730,4732247,"union_w_child",11000628,NA,NA,NA,"immigration",NA,NA,"M",1971-06-02,NA,NA,3,3,2011-04-19,NA,NA,0
11000733,4732247,"child",NA,NA,NA,NA,"immigration",11000628,11000730,"F",1995-04-16,NA,NA,2,2,2011-04-19,NA,NA,0
11000783,4732247,"child",NA,NA,NA,NA,"immigration",11000628,11000730,"F",2010-10-16,NA,NA,1,1,2011-04-19,NA,NA,0
903318,823938,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-04-19,94,NA,0
1708732,930220,NA,5592438,NA,NA,NA,"death",NA,NA,NA,NA,1,0,NA,NA,2011-04-19,57,NA,0
5592438,930220,"union_w_child",NA,930220,NA,"single_parent","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-19,59,NA,0
2774363,1843718,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-19,NA,NA,0
2837181,1469230,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-19,NA,NA,0
2871976,1025083,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-19,NA,NA,0
6731590,1202434,"child",9297852,4731731,9297852,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-20,26,NA,0
8224988,4217470,"other",NA,4732002,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-20,85,NA,0
8404515,1493394,"child",NA,4732008,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-20,51,NA,0
9297852,4369337,"child",NA,4731731,6731590,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-20,23,NA,0
4631120,3077827,NA,9512560,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-04-20,78,NA,0
9512560,3077827,"union",NA,3077827,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-20,75,NA,0
4094796,2838637,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,2011-04-20,NA,NA,0
5584285,2761597,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-20,NA,NA,0
11000707,1428813,"non_family",NA,NA,NA,NA,"immigration",NA,NA,"M",1992-12-22,NA,NA,3,3,2011-04-21,NA,NA,0
2739914,2123103,NA,3092902,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-04-21,87,NA,0
3092902,2123103,"union",NA,4732067,NA,"collective","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-21,94,NA,1
164691,161502,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-21,NA,NA,0
1231192,1089054,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-21,NA,NA,0
8560744,3424212,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-21,NA,NA,0
1161363,863994,"child",NA,4731890,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-22,59,NA,0
6238041,138714,"child",NA,4731974,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-22,20,NA,0
7675413,1892871,"child",NA,4731996,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-22,24,NA,0
9044392,4394794,"single",9799378,4731838,9799378,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-22,32,NA,0
9799378,1776807,"child",NA,4731838,9044392,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-22,26,NA,0
11000209,106058,NA,NA,NA,NA,NA,"birth",107480,10874198,"F",2011-04-22,NA,NA,1,1,2011-04-22,NA,107480,0
127343,125368,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-22,NA,NA,0
2984723,125368,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-22,NA,NA,0
3928230,125368,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-22,NA,NA,0
4427744,125368,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-22,NA,NA,0
11000489,4732426,"other",NA,NA,NA,NA,"immigration",NA,NA,"M",1977-11-15,NA,NA,3,3,2011-04-22,NA,NA,0
11000585,4732426,"other",NA,NA,NA,NA,"immigration",NA,NA,"F",1985-11-20,NA,NA,3,3,2011-04-22,NA,NA,0
11000471,4732283,"union_w_child",11000664,NA,NA,NA,"immigration",NA,NA,"M",1972-11-23,NA,NA,3,3,2011-04-22,NA,NA,0
11000547,4732283,"child",NA,NA,NA,NA,"immigration",11000664,11000471,"M",2011-05-19,NA,NA,1,1,2011-04-22,NA,NA,0
11000658,4732283,"child",NA,NA,NA,NA,"immigration",11000664,11000471,"M",2005-08-31,NA,NA,1,1,2011-04-22,NA,NA,0
11000664,4732283,"union_w_child",11000471,NA,NA,NA,"immigration",NA,NA,"F",1974-04-07,NA,NA,3,3,2011-04-22,NA,NA,0
11000751,4732283,"child",NA,NA,NA,NA,"immigration",11000664,11000471,"M",2001-04-25,NA,NA,1,1,2011-04-22,NA,NA,0
11000544,4732318,"child",NA,NA,NA,NA,"immigration",11000699,11000673,"M",1995-02-17,NA,NA,2,2,2011-04-22,NA,NA,0
11000673,4732318,"union_w_child",11000699,NA,NA,NA,"immigration",NA,NA,"M",1972-07-11,NA,NA,3,3,2011-04-22,NA,NA,0
11000699,4732318,"union_w_child",11000673,NA,NA,NA,"immigration",NA,NA,"F",1974-10-13,NA,NA,3,3,2011-04-22,NA,NA,0
11000789,4732318,"child",NA,NA,NA,NA,"immigration",11000699,11000673,"F",2004-04-18,NA,NA,1,1,2011-04-22,NA,NA,0
5425555,1910598,NA,2393635,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-04-22,87,NA,0
2393635,1910598,"union",NA,1910598,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-22,89,NA,0
1526492,576524,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-22,NA,NA,0
4415847,1233777,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-22,NA,NA,0
9059929,289846,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-22,NA,NA,0
11000347,3272521,NA,NA,NA,NA,NA,"birth",6487769,8583637,"F",2011-04-23,NA,NA,1,1,2011-04-23,NA,6487769,0
6452621,3132739,NA,4761644,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-04-23,87,NA,0
4761644,3132739,"union",NA,3132739,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-23,90,NA,0
170025,166646,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-23,NA,NA,0
2334599,1690927,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-23,NA,NA,0
7215227,4731635,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-23,NA,NA,0
5277710,1373805,"child",NA,4731960,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-24,25,NA,0
9713034,1570891,"child",NA,4732029,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-24,22,NA,0
1594954,1365267,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-24,NA,NA,0
6852368,1810883,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-24,NA,NA,0
2158890,1758506,"union",3116869,4731598,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-25,31,NA,0
3116869,1758506,"union",2158890,1758506,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-25,30,NA,0
4928072,2685936,"child",9831728,4731795,9831728,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-25,20,NA,0
7961844,4155416,"single",NA,4731866,NA,"non_family","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-25,89,NA,0
9831728,2364936,"child",NA,4731795,4928072,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-25,25,NA,0
10704080,1655877,"child",NA,4732050,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-25,22,NA,0
459959,437476,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-25,NA,NA,0
5377400,23895,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-25,NA,NA,0
5547556,2631437,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-04-26,NA,NA,0
11000524,4732143,"union_w_child",11000541,NA,NA,NA,"immigration",NA,NA,"F",1965-06-12,NA,NA,3,3,2011-04-26,NA,NA,0
11000541,4732143,"union_w_child",11000524,NA,NA,NA,"immigration",NA,NA,"M",1968-12-11,NA,NA,3,3,2011-04-26,NA,NA,0
11000656,4732143,"child",NA,NA,NA,NA,"immigration",11000524,11000541,"M",2003-05-04,NA,NA,1,1,2011-04-26,NA,NA,0
11000692,4732143,"child",NA,NA,NA,NA,"immigration",11000524,11000541,"F",2006-04-08,NA,NA,1,1,2011-04-26,NA,NA,0
197795,193215,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-04-26,86,NA,0
1364110,1192279,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-26,NA,NA,0
3129011,12594,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-26,NA,NA,0
3216727,2314654,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-26,NA,NA,0
6836091,967371,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-26,NA,NA,0
9400492,977220,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-04-26,NA,NA,0
737419,682883,"single",NA,4731669,8708825,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-27,28,NA,0
8708825,142650,"collective",737419,4731669,737419,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-04-27,22,NA,0
8713856,1506617,"child",NA,4732014,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-27,27,NA,0
11000270,2218286,NA,NA,NA,NA,NA,"birth",2902675,7730614,"M",2011-04-27,NA,NA,1,1,2011-04-27,NA,2902675,0
11000329,3553113,NA,NA,NA,NA,NA,"birth",5875305,NA,"F",2011-04-27,NA,NA,1,1,2011-04-27,NA,5875305,0
11000504,4732123,"single",NA,NA,NA,NA,"immigration",NA,NA,"M",1981-08-14,NA,NA,3,3,2011-04-27,NA,NA,0
11000520,4732230,"child",NA,NA,NA,NA,"immigration",11000611,11000790,"M",2007-09-01,NA,NA,1,1,2011-04-27,NA,NA,0
11000571,4732230,"child",NA,NA,NA,NA,"immigration",11000611,11000790,"F",1996-01-02,NA,NA,2,2,2011-04-27,NA,NA,0
11000611,4732230,"union_w_child",11000790,NA,NA,NA,"immigration",NA,NA,"F",1983-09-18,NA,NA,3,3,2011-04-27,NA,NA,0
11000790,4732230,"union_w_child",11000611,NA,NA,NA,"immigration",NA,NA,"M",1985-01-06,NA,NA,3,3,2011-04-27,NA,NA,0
1102909,987219,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-27,NA,NA,0
1767529,1490039,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-27,NA,NA,0
2628153,2056093,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-27,NA,NA,0
8428917,1033685,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-04-27,NA,NA,0
10398293,4732043,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-04-27,NA,NA,0
2612363,2046467,"single",NA,4731701,3301183,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-04-28,51,NA,0
