"ID","HH_ID","hh_position","ID_partner","HH_ID_target","ID_partner_target","hh_position_target","event_type","ID_mother","ID_father","sex","birth_date","mother","father","age_group_hh","age_group_pop","event_date","age","main_parent"
11000586,4732427,"other",NA,NA,NA,NA,"immigration",NA,NA,"F",1980-08-26,NA,NA,3,3,"2011-04-02",NA,NA
11000760,4372550,"other",NA,NA,NA,NA,"immigration",NA,NA,"M",1986-10-19,NA,NA,3,3,"2011-04-02",NA,NA
11000761,1423182,"non_family",NA,NA,NA,NA,"immigration",NA,NA,"M",1974-08-16,NA,NA,3,3,"2011-04-02",NA,NA
2415246,1924281,NA,2768632,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-04-02",75,NA
2768632,1924281,"union",NA,1924281,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-02",70,NA
3056394,94087,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-02",NA,NA
3881633,576782,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-02",NA,NA
4618611,3072545,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-02",NA,NA
5092751,1717133,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-02",NA,NA
5133944,3282358,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-02",NA,NA
5403249,3385086,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-02",NA,NA
7105154,482627,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-02",NA,NA
7994542,3715515,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-02",NA,NA
8064724,4180192,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-02",NA,NA
10020571,126114,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-02",NA,NA
10909126,881900,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-02",NA,NA
1784909,1502304,"child",NA,4731901,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-03",20,NA
3325177,2453243,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-03",NA,NA
6102285,2453243,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-03",NA,NA
6156303,2453243,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-03",NA,NA
9435705,2453243,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-03",NA,NA
6940262,3506191,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,"2011-04-03",NA,NA
8770711,1321246,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-03",NA,NA
10841762,4709644,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,"2011-04-03",NA,NA
8993853,4384444,"union",9211463,4731658,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-04",70,NA
9211463,4384444,"union",8993853,4732064,NA,"collective","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-04",80,NA
11000651,4732369,"union",11000750,NA,NA,NA,"immigration",NA,NA,"M",1989-12-29,NA,NA,3,3,"2011-04-04",NA,NA
11000750,4732369,"union",11000651,NA,NA,NA,"immigration",NA,NA,"F",1990-06-13,NA,NA,3,3,"2011-04-04",NA,NA
403685,386058,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-04",NA,NA
2257566,1823151,"single",NA,4731744,8144262,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-05",37,NA
6274569,3685080,"single",NA,4732061,NA,"collective","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-05",69,NA
8144262,4198812,"single",2257566,4731744,2257566,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-05",39,NA
11000389,80495,NA,NA,NA,NA,NA,"birth",8005031,6151335,"M",2011-04-05,NA,NA,1,1,"2011-04-05",NA,8005031
11000745,1404594,"non_family",NA,NA,NA,NA,"immigration",NA,NA,"M",1991-11-23,NA,NA,3,3,"2011-04-05",NA,NA
4147519,2863088,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-05",NA,NA
5598950,1367035,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-05",NA,NA
426177,406647,"child",NA,4731764,9183291,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-06",25,NA
455473,433370,"union_w_child",3874827,4731587,NA,"single_parent","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-06",37,NA
2643618,2065445,"child",NA,4731921,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-06",27,NA
3874827,433370,"union_w_child",455473,433370,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-06",50,NA
9183291,4422682,"single",426177,4731764,426177,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-06",48,NA
10662076,433370,"child",NA,4731587,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-06",NA,NA
11000351,3778776,NA,NA,NA,NA,NA,"birth",6575362,NA,"F",2011-04-06,NA,NA,1,1,"2011-04-06",NA,6575362
11000747,587752,"non_family",NA,NA,NA,NA,"immigration",NA,NA,"M",1959-08-31,NA,NA,3,3,"2011-04-06",NA,NA
2951366,2246061,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-06",NA,NA
4650841,1951859,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-06",NA,NA
9231787,3111321,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-06",NA,NA
2121057,1733340,"non_family",9907668,4731733,9907668,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-07",26,NA
4432469,2992203,"single",6721975,4731853,6721975,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-07",23,NA
6524807,26474,"child",NA,4731979,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-07",26,NA
6721975,1113171,"child",NA,4731853,4432469,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-07",30,NA
7247324,1552664,"non_family",8364626,4731870,8364626,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-07",24,NA
8364626,1092835,"child",NA,4731870,7247324,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-07",16,NA
9907668,3455049,"child",NA,4731733,2121057,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-07",22,NA
11000608,4732227,"single",NA,NA,NA,NA,"immigration",NA,NA,"M",1964-01-06,NA,NA,3,3,"2011-04-07",NA,NA
11000217,502006,NA,NA,NA,NA,NA,"birth",531426,2863527,"M",2011-04-08,NA,NA,1,1,"2011-04-08",NA,531426
11000594,4006796,"non_family",NA,NA,NA,NA,"immigration",NA,NA,"F",1980-08-29,NA,NA,3,3,"2011-04-08",NA,NA
11000577,4732263,"union_w_child",11000644,NA,NA,NA,"immigration",NA,NA,"M",1988-09-22,NA,NA,3,3,"2011-04-08",NA,NA
11000644,4732263,"union_w_child",11000577,NA,NA,NA,"immigration",NA,NA,"F",1993-10-01,NA,NA,2,2,"2011-04-08",NA,NA
11000667,4732263,"child",NA,NA,NA,NA,"immigration",11000644,11000577,"M",2007-11-20,NA,NA,1,1,"2011-04-08",NA,NA
11000678,4732263,"child",NA,NA,NA,NA,"immigration",11000644,11000577,"F",2003-10-14,NA,NA,1,1,"2011-04-08",NA,NA
1648692,1404594,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-08",NA,NA
2325727,489746,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-08",NA,NA
2621620,416951,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-08",NA,NA
5490953,1881192,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-08",NA,NA
1975530,1634917,"single",NA,1634917,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-09",74,NA
2123993,1735293,"child",NA,4731648,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-09",NA,NA
2423600,1929649,"child",NA,4731774,3468768,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-09",25,NA
2945015,2242441,"single",10557252,4731697,10557252,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-09",28,NA
3468768,198051,"child",2423600,4731774,2423600,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-09",24,NA
3972826,1735293,"union_w_child",8394696,1735293,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-09",26,NA
8394696,1735293,"union_w_child",3972826,4731648,NA,"single_parent","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-09",38,NA
8854248,1735293,"child",NA,4731648,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-09",NA,NA
10092348,1735293,"child",NA,4731648,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-09",NA,NA
10557252,2272578,"child",NA,4731697,2945015,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-09",21,NA
5698765,138991,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-09",NA,NA
9248729,181505,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-09",NA,NA
11000779,4732398,"single",NA,NA,NA,NA,"immigration",NA,NA,"M",1959-07-23,NA,NA,3,3,"2011-04-09",NA,NA
1531452,1318358,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-09",NA,NA
10411837,13021,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-09",NA,NA
10716442,588414,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-09",NA,NA
2236588,1809552,"other",3512140,4731818,3512140,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-10",50,NA
3512140,1504088,"other",NA,4731818,2236588,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-10",26,NA
8160535,4202558,"single",NA,4202558,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-10",65,NA
11000549,4732168,"union",11000739,NA,NA,NA,"immigration",NA,NA,"F",1949-07-05,NA,NA,4,4,"2011-04-10",NA,NA
11000739,4732168,"union",11000549,NA,NA,NA,"immigration",NA,NA,"M",1949-04-04,NA,NA,4,4,"2011-04-10",NA,NA
106279,104885,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-10",NA,NA
8684338,2440120,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-10",NA,NA
4134692,1426248,"child",6744628,4731721,6744628,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-11",23,NA
6744628,2070211,"child",NA,4731721,4134692,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-11",22,NA
1724194,1459218,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-11",NA,NA
4114853,2847965,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-11",NA,NA
9401224,1546490,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-11",NA,NA
7978537,4159416,"single",NA,4732057,NA,"collective","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-12",58,NA
11000260,1986164,NA,NA,NA,NA,NA,"birth",2514063,10746855,"M",2011-04-12,NA,NA,1,1,"2011-04-12",NA,2514063
11000318,1456412,NA,NA,NA,NA,NA,"birth",5223051,9530522,"F",2011-04-12,NA,NA,1,1,"2011-04-12",NA,5223051
11000340,1601279,NA,NA,NA,NA,NA,"birth",6150242,1926568,"M",2011-04-12,NA,NA,1,1,"2011-04-12",NA,6150242
11000525,4732144,"union",11000631,NA,NA,NA,"immigration",NA,NA,"F",1950-05-26,NA,NA,4,4,"2011-04-12",NA,NA
11000631,4732144,"union",11000525,NA,NA,NA,"immigration",NA,NA,"M",1955-10-29,NA,NA,3,3,"2011-04-12",NA,NA
10016803,4576894,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-04-12",82,NA
10732628,4693016,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-13",NA,NA
10821038,4706559,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-13",NA,NA
11000652,4732399,"union_w_child",11000780,NA,NA,NA,"immigration",NA,NA,"M",1988-01-21,NA,NA,3,3,"2011-04-13",NA,NA
11000653,4732399,"child",NA,NA,NA,NA,"immigration",11000780,11000652,"F",1998-06-03,NA,NA,2,2,"2011-04-13",NA,NA
11000780,4732399,"union_w_child",11000652,NA,NA,NA,"immigration",NA,NA,"F",1992-03-28,NA,NA,3,3,"2011-04-13",NA,NA
654220,610761,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-13",NA,NA
1060029,952590,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-13",NA,NA
5397367,983219,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-13",NA,NA
9440572,3603819,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-13",NA,NA
5625395,3466128,"single",NA,4731703,7150154,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-14",51,NA
7150154,2786179,"other",5625395,4731703,5625395,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-14",52,NA
10129765,4061603,"child",10655867,4731797,10655867,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-14",24,NA
10655867,1720649,"child",NA,4731797,10129765,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-14",24,NA
9821354,4542922,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-14",NA,NA
11000502,4732121,"union",11000618,NA,NA,NA,"immigration",NA,NA,"F",1983-10-29,NA,NA,3,3,"2011-04-14",NA,NA
11000618,4732121,"union",11000502,NA,NA,NA,"immigration",NA,NA,"M",1982-03-13,NA,NA,3,3,"2011-04-14",NA,NA
7468136,2565274,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-14",NA,NA
4678291,3097838,"single",NA,3110060,NA,"non_family","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-15",76,NA
5193802,3305528,"child",NA,4731863,7658778,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-15",33,NA
7658778,4080542,"other",5193802,4731863,5193802,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-15",36,NA
2169532,1765609,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-15",NA,NA
2367226,1893952,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-15",NA,NA
3125668,1215986,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-15",NA,NA
1005644,535746,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-15",NA,NA
1535286,1321246,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-15",NA,NA
1638632,1397293,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-15",NA,NA
2447046,706953,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-15",NA,NA
5842663,3541786,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-15",NA,NA
1305365,1146911,"other",9775435,4731761,9775435,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-16",30,NA
3193858,2382174,"other",NA,4731930,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-16",30,NA
8677464,889157,"child",NA,4732013,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-16",24,NA
9775435,166646,"child",NA,4731761,1305365,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-16",18,NA
10965722,2112428,"child",NA,4732054,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-16",23,NA
2823946,679744,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-16",NA,NA
3905499,19391,"child",NA,4731942,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-17",24,NA
8200608,4211789,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-17",NA,NA
2736743,1416963,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-17",NA,NA
5257462,2529428,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-17",NA,NA
7677592,618167,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-17",NA,NA
1569652,463569,"child",2540673,4731757,2540673,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-18",21,NA
2540673,2002703,"single",NA,4731757,1569652,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-18",19,NA
9595619,937639,"child",NA,4732024,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-18",24,NA
2749591,236511,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-04-18",96,NA
3746860,2670857,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-04-18",59,NA
6467632,3745497,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-04-18",45,NA
2102404,1720889,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-18",NA,NA
3526173,1032565,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,"2011-04-18",NA,NA
3628643,2611617,"child",NA,4731801,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-19",NA,NA
4169808,2873399,"single",4932694,4731801,4932694,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-19",34,NA
4932694,2611617,"single_parent",NA,4731801,4169808,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-19",34,NA
11000603,4732247,"child",NA,NA,NA,NA,"immigration",11000628,11000730,"M",2005-04-15,NA,NA,1,1,"2011-04-19",NA,NA
11000628,4732247,"union_w_child",11000730,NA,NA,NA,"immigration",NA,NA,"F",1973-04-23,NA,NA,3,3,"2011-04-19",NA,NA
11000727,4732247,"child",NA,NA,NA,NA,"immigration",11000628,11000730,"M",1994-04-25,NA,NA,2,2,"2011-04-19",NA,NA
11000730,4732247,"union_w_child",11000628,NA,NA,NA,"immigration",NA,NA,"M",1971-06-02,NA,NA,3,3,"2011-04-19",NA,NA
11000733,4732247,"child",NA,NA,NA,NA,"immigration",11000628,11000730,"F",1995-04-16,NA,NA,2,2,"2011-04-19",NA,NA
11000783,4732247,"child",NA,NA,NA,NA,"immigration",11000628,11000730,"F",2010-10-16,NA,NA,1,1,"2011-04-19",NA,NA
903318,823938,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-04-19",94,NA
1708732,930220,NA,5592438,NA,NA,NA,"death",NA,NA,NA,NA,1,0,NA,NA,"2011-04-19",57,NA
5592438,930220,"union_w_child",NA,930220,NA,"single_parent","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-19",59,NA
2774363,1843718,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-19",NA,NA
2837181,1469230,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-19",NA,NA
2871976,1025083,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-19",NA,NA
6731590,1202434,"child",9297852,4731731,9297852,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-20",26,NA
8224988,4217470,"other",NA,4732002,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-20",85,NA
8404515,1493394,"child",NA,4732008,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-20",51,NA
9297852,4369337,"child",NA,4731731,6731590,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-20",23,NA
4631120,3077827,NA,9512560,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-04-20",78,NA
9512560,3077827,"union",NA,3077827,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-20",75,NA
4094796,2838637,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,"2011-04-20",NA,NA
5584285,2761597,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-20",NA,NA
11000707,1428813,"non_family",NA,NA,NA,NA,"immigration",NA,NA,"M",1992-12-22,NA,NA,3,3,"2011-04-21",NA,NA
2739914,2123103,NA,3092902,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-04-21",87,NA
3092902,2123103,"union",NA,4732067,NA,"collective","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-21",94,NA
164691,161502,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-21",NA,NA
1231192,1089054,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-04-21",NA,NA
8560744,3424212,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-21",NA,NA
1161363,863994,"child",NA,4731890,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-22",59,NA
6238041,138714,"child",NA,4731974,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-22",20,NA
7675413,1892871,"child",NA,4731996,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-22",24,NA
9044392,4394794,"single",9799378,4731838,9799378,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-04-22",32,NA
9799378,1776807,"child",NA,4731838,9044392,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-22",26,NA
11000209,106058,NA,NA,NA,NA,NA,"birth",107480,10874198,"F",2011-04-22,NA,NA,1,1,"2011-04-22",NA,107480
127343,125368,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-22",NA,NA
2984723,125368,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-22",NA,NA
3928230,125368,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-22",NA,NA
4427744,125368,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-22",NA,NA
11000489,4732426,"other",NA,NA,NA,NA,"immigration",NA,NA,"M",1977-11-15,NA,NA,3,3,"2011-04-22",NA,NA
11000585,4732426,"other",NA,NA,NA,NA,"immigration",NA,NA,"F",1985-11-20,NA,NA,3,3,"2011-04-22",NA,NA
11000471,4732283,"union_w_child",11000664,NA,NA,NA,"immigration",NA,NA,"M",1972-11-23,NA,NA,3,3,"2011-04-22",NA,NA
11000547,4732283,"child",NA,NA,NA,NA,"immigration",11000664,11000471,"M",2011-05-19,NA,NA,1,1,"2011-04-22",NA,NA
11000658,4732283,"child",NA,NA,NA,NA,"immigration",11000664,11000471,"M",2005-08-31,NA,NA,1,1,"2011-04-22",NA,NA
11000664,4732283,"union_w_child",11000471,NA,NA,NA,"immigration",NA,NA,"F",1974-04-07,NA,NA,3,3,"2011-04-22",NA,NA
11000751,4732283,"child",NA,NA,NA,NA,"immigration",11000664,11000471,"M",2001-04-25,NA,NA,1,1,"2011-04-22",NA,NA
11000544,4732318,"child",NA,NA,NA,NA,"immigration",11000699,11000673,"M",1995-02-17,NA,NA,2,2,"2011-04-22",NA,NA
11000673,4732318,"union_w_child",11000699,NA,NA,NA,"immigration",NA,NA,"M",1972-07-11,NA,NA,3,3,"2011-04-22",NA,NA
11000699,4732318,"union_w_child",11000673,NA,NA,NA,"immigration",NA,NA,"F",1974-10-13,NA,NA,3,3,"2011-04-22",NA,NA
11000789,4732318,"child",NA,NA,NA,NA,"immigration",11000699,11000673,"F",2004-04-18,NA,NA,1,1,"2011-04-22",NA,NA
5425555,1910598,NA,2393635,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-04-22",87,NA
2393635,1910598,"union",NA,1910598,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-22",89,NA
1526492,576524,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-22",NA,NA
4415847,1233777,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-04-22",NA,NA
9059929,289846,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-04-22",NA,NA
11000347,3272521,NA,NA,NA,NA,NA,"birth",6487769,8583637,"F",2011-04-23,NA,NA,1,1,"2011-04-23",NA,6487769
6452621,3132739,NA,4761644,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-04-23",87,NA
4761644,3132739,"union",NA,3132739,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-04-23",90,NA
